time,open,high,low,close,tick_volume,spread,real_volume
2026-08-01 12:00:00,63043.96,63092.934,63043.96,63069.543,1813,2424,0
2026-08-01 12:15:00,63069.543,63076.5,63065.31,63068.054,1619,2424,0
2026-08-01 12:30:00,63068.053,63075.963,63051.858,63065.145,1645,2424,0
2026-08-01 12:45:00,63065.145,63078.169,63065.084,63067.737,1909,2424,0
2026-08-01 13:00:00,63067.737,63074.801,63063.217,63070.511,943,2424,0
2026-08-01 13:15:00,63070.511,63070.512,63053.566,63054.307,1934,2424,0
2026-08-01 13:30:00,63054.307,63068.587,63044.849,63047.257,2168,2424,0
2026-08-01 13:45:00,63047.256,63047.277,63017.738,63035.534,1989,2424,0
2026-08-01 14:00:00,63035.535,63096.466,63035.535,63048.723,2189,2424,0
2026-08-01 14:15:00,63048.723,63095.435,63048.134,63087.322,2767,2424,0
2026-08-01 14:30:00,63087.323,63093.019,63054.948,63083.848,2545,2424,0
2026-08-01 14:45:00,63083.852,63096.029,63046.481,63096.029,2031,2424,0
2026-08-01 15:00:00,63096.03,63096.035,63076.457,63076.537,1911,2424,0
2026-08-01 15:15:00,63076.537,63076.64,63027.242,63030.951,1799,2424,0
2026-08-01 15:30:00,63030.95,63035.41,63022.095,63022.902,2082,2424,0
2026-08-01 15:45:00,63022.935,63023.035,62974.991,62975.142,1534,2424,0
2026-08-01 16:00:00,62975.142,62982.025,62899.291,62920.559,2558,2424,0
2026-08-01 16:15:00,62920.559,62943.39,62900.976,62928.918,2706,2424,0
2026-08-01 16:30:00,62928.917,63003.4,62916.998,62940.238,2526,2424,0
2026-08-01 16:45:00,62940.238,62940.24,62839.292,62898.772,2871,2424,0
2026-08-01 17:00:00,62898.771,62966.935,62832.838,62866.868,2094,2424,0
2026-08-01 17:15:00,62866.868,62866.868,62771.435,62811.887,3755,2424,0
2026-08-01 17:30:00,62811.887,62818.684,62707.438,62788.962,4078,2424,0
2026-08-01 17:45:00,62788.962,62789.434,62631.93,62682.943,3255,2424,0
2026-08-01 18:00:00,62682.943,62709.488,62587.618,62682.87,3339,2424,0
2026-08-01 18:15:00,62682.87,62682.87,62479.638,62543.779,4595,2424,0
2026-08-01 18:30:00,62543.779,62543.779,62233.502,62344.637,5358,2424,0
2026-08-01 18:45:00,62344.761,62555.976,62249.116,62551.125,5592,2424,0
2026-08-01 19:00:00,62551.125,62595.467,62488.445,62513.337,4655,2424,0
2026-08-01 19:15:00,62513.336,62588.036,62455.261,62513.716,3451,2424,0
2026-08-01 19:30:00,62514.2,62557.239,62429.282,62443.198,3677,2424,0
2026-08-01 19:45:00,62443.316,62517.0,62441.044,62500.922,3358,2424,0
2026-08-01 20:00:00,62500.92,62543.731,62455.642,62525.429,3313,2424,0
2026-08-01 20:15:00,62525.482,62613.74,62522.178,62586.159,3498,2424,0
2026-08-01 20:30:00,62586.752,62597.302,62527.561,62567.809,3456,2424,0
2026-08-01 20:45:00,62567.809,62641.781,62555.336,62630.591,3717,2424,0
2026-08-01 21:00:00,62630.591,62776.301,62629.65,62717.192,2557,2424,0
2026-08-01 21:15:00,62717.192,62765.259,62715.543,62764.706,3686,2424,0
2026-08-01 21:30:00,62764.661,62841.244,62732.326,62764.628,3484,2424,0
2026-08-01 21:45:00,62764.628,62801.694,62750.435,62788.812,2569,2424,0
2026-08-01 22:00:00,62788.812,62843.119,62761.127,62826.386,3284,2424,0
2026-08-01 22:15:00,62826.386,62839.9,62795.638,62827.387,2914,2424,0
2026-08-01 22:30:00,62827.387,62829.021,62796.947,62816.262,2947,2424,0
2026-08-01 22:45:00,62816.263,62826.415,62795.28,62798.62,2424,2424,0
2026-08-01 23:00:00,62798.62,62828.94,62770.895,62779.683,2787,2424,0
2026-08-01 23:15:00,62779.683,62779.686,62735.927,62744.3,2114,2424,0
2026-08-01 23:30:00,62744.3,62812.038,62744.157,62797.913,3717,2424,0
2026-08-01 23:45:00,62797.913,62810.3,62779.378,62791.073,2657,2424,0
2026-08-02 00:00:00,62791.073,62948.928,62790.992,62894.849,3552,2424,0
2026-08-02 00:15:00,62894.849,62910.6,62848.596,62850.629,2795,2424,0
2026-08-02 00:30:00,62850.629,62883.704,62816.104,62819.721,3381,2424,0
2026-08-02 00:45:00,62819.721,62836.274,62780.135,62806.281,2100,2424,0
2026-08-02 01:00:00,62806.281,62998.738,62806.281,62983.442,2663,2424,0
2026-08-02 01:15:00,62983.45,63064.853,62945.054,62956.695,2659,2424,0
2026-08-02 01:30:00,62956.695,62998.009,62948.616,62992.406,2294,2424,0
2026-08-02 01:45:00,62992.406,62992.41,62954.39,62959.478,2086,2424,0
2026-08-02 02:00:00,62959.478,63524.751,62924.39,63435.258,3361,2424,0
2026-08-02 02:15:00,63434.747,63528.919,63369.575,63379.383,5711,2424,0
2026-08-02 02:30:00,63379.383,63433.711,63301.668,63356.69,4269,2424,0
2026-08-02 02:45:00,63356.69,63460.93,63313.522,63423.891,3793,2424,0
2026-08-02 03:00:00,63423.885,63435.706,63351.974,63392.2,3719,2424,0
2026-08-02 03:15:00,63392.217,63527.781,63349.726,63417.087,4108,2424,0
2026-08-02 03:30:00,63417.088,63479.178,63417.088,63473.145,2538,2424,0
2026-08-02 03:45:00,63473.143,63486.45,63396.637,63435.572,2932,2424,0
2026-08-02 04:00:00,63435.572,63528.772,63435.572,63514.358,2038,2424,0
2026-08-02 04:15:00,63514.358,63533.186,63487.355,63513.209,2366,2424,0
2026-08-02 04:30:00,63513.215,63531.187,63497.125,63498.708,2239,2424,0
2026-08-02 04:45:00,63498.708,63590.209,63498.706,63556.197,2236,2424,0
2026-08-02 05:00:00,63556.197,63616.981,63435.155,63460.338,2835,2424,0
2026-08-02 05:15:00,63460.339,63473.205,63431.076,63468.444,1989,2424,0
2026-08-02 05:30:00,63468.523,63468.523,63389.939,63394.34,2470,2424,0
2026-08-02 05:45:00,63394.341,63430.369,63393.867,63428.0,1613,2424,0
2026-08-02 06:00:00,63428.0,63459.685,63413.5,63414.288,1818,2424,0
2026-08-02 06:15:00,63414.288,63471.008,63401.209,63470.738,1633,2424,0
2026-08-02 06:30:00,63470.738,63478.065,63434.241,63472.181,1529,2424,0
2026-08-02 06:45:00,63472.181,63472.449,63455.695,63458.776,1238,2424,0
2026-08-02 07:00:00,63458.776,63466.5,63449.9,63459.066,1000,2424,0
2026-08-02 07:15:00,63459.066,63468.066,63458.59,63458.762,937,2424,0
2026-08-02 07:30:00,63458.762,63513.327,63457.427,63507.576,1577,2424,0
2026-08-02 07:45:00,63507.575,63507.73,63447.838,63467.08,1429,2424,0
2026-08-02 08:00:00,63467.061,63506.661,63455.467,63461.566,1709,2424,0
2026-08-02 08:15:00,63461.566,63461.648,63356.637,63360.449,2280,2424,0
2026-08-02 08:30:00,63360.328,63367.438,63182.388,63200.555,2998,2424,0
2026-08-02 08:45:00,63200.428,63214.067,63139.416,63169.892,3083,2424,0
2026-08-02 09:00:00,63169.892,63263.137,63063.991,63239.716,3788,2424,0
2026-08-02 09:15:00,63239.716,63287.381,63204.686,63205.124,1880,2424,0
2026-08-02 09:30:00,63205.124,63300.39,63204.577,63238.155,2601,2424,0
2026-08-02 09:45:00,63238.155,63252.513,63227.035,63248.255,1828,2424,0
2026-08-02 10:00:00,63248.255,63248.255,63174.966,63178.341,2202,2424,0
2026-08-02 10:15:00,63178.341,63246.01,63094.594,63118.471,3072,2424,0
2026-08-02 10:30:00,63118.471,63190.541,63118.471,63177.534,2373,2424,0
2026-08-02 10:45:00,63177.534,63184.633,63166.562,63175.57,1623,2424,0
2026-08-02 11:00:00,63175.57,63175.57,63108.889,63136.906,1837,2424,0
2026-08-02 11:15:00,63136.906,63184.735,63089.848,63128.529,2103,2424,0
2026-08-02 11:30:00,63128.529,63158.562,63070.093,63093.123,3045,2424,0
2026-08-02 11:45:00,63093.123,63145.188,62959.634,63006.038,3802,2424,0
2026-08-02 12:00:00,63006.039,63157.5,63005.91,63151.438,3165,2424,0
2026-08-02 12:15:00,63151.438,63213.838,63123.874,63154.098,3345,2424,0
2026-08-02 12:30:00,63154.098,63188.787,63082.438,63121.838,1922,2424,0
2026-08-02 12:45:00,63121.838,63134.2,63083.925,63096.01,1705,2424,0
2026-08-02 13:00:00,63096.01,63118.085,63062.292,63084.0,1698,2424,0
2026-08-02 13:15:00,63084.0,63088.644,63023.582,63054.912,1960,2424,0
2026-08-02 13:30:00,63054.912,63082.053,62973.19,63069.385,1973,2424,0
2026-08-02 13:45:00,63069.6,63112.679,63062.858,63093.864,1939,2424,0
2026-08-02 14:00:00,63093.866,63093.866,63030.489,63063.908,2152,2424,0
2026-08-02 14:15:00,63063.906,63133.032,63063.906,63103.645,2811,2424,0
2026-08-02 14:30:00,63103.646,63160.539,63065.418,63127.766,3063,2424,0
2026-08-02 14:45:00,63127.766,63133.453,63032.62,63041.484,2200,2424,0
2026-08-02 15:00:00,63041.484,63100.4,63021.739,63094.877,2031,2424,0
2026-08-02 15:15:00,63094.877,63108.059,63073.475,63099.047,1669,2424,0
2026-08-02 15:30:00,63099.047,63157.11,63098.812,63117.979,1686,2424,0
2026-08-02 15:45:00,63117.979,63127.801,63077.036,63080.723,2217,2424,0
2026-08-02 16:00:00,63080.723,63114.887,63036.565,63079.05,2304,2424,0
2026-08-02 16:15:00,63079.05,63107.294,63045.838,63085.973,2226,2424,0
2026-08-02 16:30:00,63085.973,63250.44,63074.26,63197.52,3062,2424,0
2026-08-02 16:45:00,63197.52,63211.0,63156.749,63156.749,2195,2424,0
2026-08-02 17:00:00,63156.662,63197.677,63128.655,63189.689,2200,2424,0
2026-08-02 17:15:00,63189.689,63322.628,63165.211,63264.403,2119,2424,0
2026-08-02 17:30:00,63264.403,63301.539,63264.373,63301.215,2443,2424,0
2026-08-02 17:45:00,63301.215,63308.738,63277.985,63278.543,1701,2424,0
2026-08-02 18:00:00,63278.543,63308.738,63268.696,63290.695,1773,2424,0
2026-08-02 18:15:00,63290.695,63304.4,63265.015,63267.844,1914,2424,0
2026-08-02 18:30:00,63267.942,63589.084,63267.526,63476.517,3660,2424,0
2026-08-02 18:45:00,63478.489,63490.584,63349.189,63362.85,3789,2424,0
